prompt_id,model_name,control,mode,delta_i_values,ngram_novelty_values,char_entropy_values,qa_failure,reasoning_failures
qa110,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.09650510549545288, 0.21217525005340576, 0.2247830629348755, 0.21456754207611084, 0.06703567504882812, 0.08419996500015259, 0.28229475021362305, 0.2663341164588928, 0.08074897527694702, 0.19784396886825562]","[0.6, 0.5408163265306123, 0.5098039215686274, 0.4948453608247423, 0.40816326530612246, 0.5104166666666666, 0.4835164835164835, 0.4691358024691358, 0.5568181818181818, 0.4666666666666667]","[4.473541116965121, 4.477942120772798, 4.321461901355348, 4.202854647019949, 4.213468908689807, 4.297894680118935, 4.363999720139596, 4.345908791415803, 4.313006105663496, 4.177241144785867, 4.196433503063535]",False,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
qa111,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.2608964443206787, 0.17182546854019165, 0.17438733577728271]","[0.5135135135135135, 0.575, 0.5116279069767442]","[4.649407481513097, 4.587861356135671, 4.429600580395192, 4.408357131223615]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa112,mistralai/Mistral-7B-v0.1,none,natural_long,[0.35579365491867065],[0.5921052631578947],"[4.700461993606541, 4.584087255159562]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa113,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.10065579414367676, 0.21538907289505005, 0.16306406259536743, 0.33395087718963623, 0.1310761570930481, 0.15141922235488892, 0.25726962089538574, 0.055385589599609375, 0.23671680688858032, 0.2228681445121765]","[0.55, 0.5058823529411764, 0.524390243902439, 0.5294117647058824, 0.5116279069767442, 0.532608695652174, 0.352112676056338, 0.5125, 0.4342105263157895, 0.5]","[4.363299669855588, 4.475516553933968, 4.3602870252496215, 4.3357576944874285, 4.366225774857484, 4.382963314367627, 4.347004414657736, 4.285892324629196, 4.309511804566392, 4.433655122176253, 4.386648966150415]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa114,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.3091302514076233, 0.19973647594451904, 0.25354427099227905, 0.2164788842201233, 0.2420562505722046, 0.2923966646194458, 0.2369593381881714, 0.1051514744758606, 0.09027665853500366, 0.42342549562454224]","[0.5, 0.525, 0.5061728395061729, 0.5294117647058824, 0.5053763440860215, 0.5360824742268041, 0.5, 0.52, 0.5339805825242718, 0.46875]","[4.590531188376614, 4.630329389361522, 4.666191632229898, 4.6254270671642574, 4.561845614716027, 4.411892610082393, 4.3151977559085015, 4.32451330661789, 4.3717189926501066, 4.322059369852156, 4.41496316658506]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa115,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.250374972820282, 0.2375461459159851, 0.5190766453742981, 0.19827979803085327, 0.12305748462677002, 0.1409754753112793, 0.20911633968353271, 0.26352280378341675, 0.18158578872680664, 0.20876765251159668]","[0.4782608695652174, 0.5176470588235295, 0.4875, 0.5138888888888888, 0.5342465753424658, 0.5, 0.5070422535211268, 0.4411764705882353, 0.5254237288135594, 0.5606060606060606]","[4.373577644643414, 4.431650567136379, 4.6154608111253905, 4.619725695762563, 4.643262089084663, 4.593260545944388, 4.478028243485011, 4.552802143418468, 4.591974170331135, 4.56326660533637, 4.546870443272413]",True,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
qa116,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.07962507009506226, 0.08306360244750977, 0.09508943557739258, 0.2232818603515625]","[0.45454545454545453, 0.3333333333333333, 0.423728813559322, 0.36507936507936506]","[4.383951874420502, 4.386324195136379, 4.369331465470229, 4.38471262069852, 4.409163236283314]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa117,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.3422331213951111, 0.20833736658096313, 0.31487828493118286, 0.33355438709259033, 0.5020464062690735, 0.39640170335769653, 0.04739266633987427, 0.013464927673339844, 0.03955656290054321, 0.035347580909729004]","[0.5694444444444444, 0.4583333333333333, 0.5441176470588235, 0.46875, 0.325, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.537812647567166, 4.519299959299422, 4.514939839017737, 4.567390627913298, 4.531510442169578, 4.0165336894045, 3.6673010607437426, 3.6026258254442878, 3.5641414024465163, 3.5586363070231584, 3.5441453404112213]",False,"{'incoherence': False, 'contradiction': False, 'repetition': True}"
qa118,mistralai/Mistral-7B-v0.1,none,natural_long,[0.11187559366226196],[0.5411764705882353],"[4.508032271237701, 4.339838003653866]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa119,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.2950352430343628, 0.05056530237197876, 0.2547547221183777, 0.08885550498962402, 0.3340211510658264, 0.2039482593536377, 0.13188153505325317, 0.23900771141052246, 0.3385156989097595, 0.24126696586608887]","[0.5625, 0.5346534653465347, 0.3979591836734694, 0.4567901234567901, 0.5595238095238095, 0.4827586206896552, 0.36585365853658536, 0.5465116279069767, 0.2891566265060241, 0.5060240963855421]","[4.541584128129743, 4.417512690542396, 4.330192535188111, 4.410322699008346, 4.483830746602101, 4.400006410727537, 4.306707783422307, 4.413160710710463, 4.406797824071998, 4.356088328722576, 4.334364431085745]",False,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
qa120,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.1167062520980835, 0.18698209524154663]","[0.5217391304347826, 0.5]","[4.312349571705057, 4.297190346600274, 4.235657117426111]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa121,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.2765927314758301, 0.18072772026062012]","[0.46987951807228917, 0.4939759036144578]","[4.441240013198614, 4.308372194258989, 4.316281993063605]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa122,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.10551464557647705, 0.20273548364639282, 0.07095915079116821]","[0.5802469135802469, 0.4943820224719101, 0.375]","[4.374650972852163, 4.457218364454073, 4.255729234864855, 4.293531112600537]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa123,mistralai/Mistral-7B-v0.1,none,natural_long,[0.20546793937683105],[0.5076923076923077],"[4.486620552930545, 4.3605912791399195]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa124,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.11630594730377197, 0.1777958869934082, 0.2877471446990967, 0.09701400995254517, 0.10044687986373901, 0.09039002656936646, 0.10075324773788452]","[0.5301204819277109, 0.45121951219512196, 0.5625, 0.5222222222222223, 0.5238095238095238, 0.45, 0.48863636363636365]","[4.310469305952651, 4.452592352268853, 4.504506911543877, 4.365685327223108, 4.256140682262848, 4.203644105398186, 4.218892144555129, 4.215990283596339]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa125,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.12113064527511597, 0.2566334009170532, 0.2048203945159912, 0.16938287019729614, 0.20414036512374878, 0.17123359441757202, 0.12105000019073486, 0.4148263931274414, 0.19981253147125244]","[0.5735294117647058, 0.4307692307692308, 0.559322033898305, 0.5974025974025974, 0.5, 0.5789473684210527, 0.43333333333333335, 0.5714285714285714, 0.4230769230769231]","[4.598789111036293, 4.6071454945235475, 4.609874132433391, 4.594980307470203, 4.411771788072228, 4.318489995043279, 4.309129876604185, 4.427189155225636, 4.381930503340483, 4.249482282793372]",False,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
qa126,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.11096698045730591, 0.1860319972038269, 0.04018521308898926, 0.29688137769699097, 0.1727752685546875, 0.17192280292510986, 0.3705861568450928, 0.16512906551361084, 0.23668599128723145, 0.2900207042694092]","[0.5632183908045977, 0.4457831325301205, 0.575, 0.5280898876404494, 0.5217391304347826, 0.5408163265306123, 0.4574468085106383, 0.4810126582278481, 0.5375, 0.5454545454545454]","[4.317901862444113, 4.261012770174301, 4.4396068098906785, 4.545587261151859, 4.259544909016925, 4.2086001487016045, 4.266405451172588, 4.366482256265343, 4.443319980765313, 4.344457477607973, 4.34465722465126]",True,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
qa127,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.274358332157135, 0.13679051399230957, 0.26504188776016235, 0.2267094850540161, 0.1712387204170227]","[0.4605263157894737, 0.5466666666666666, 0.5465116279069767, 0.4444444444444444, 0.5584415584415584]","[4.425109378803187, 4.43335722487335, 4.519034213691046, 4.458263497411933, 4.512296239583005, 4.596462163413138]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa128,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.1170530915260315, 0.2001439332962036]","[0.5975609756097561, 0.4725274725274725]","[4.378363668673987, 4.401830626986749, 4.366313877379239]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa129,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.3218468427658081, 0.28203195333480835, 0.20372599363327026, 0.33382415771484375, 0.1524564027786255, 0.1248558759689331, 0.1833951473236084, 0.14676916599273682, 0.1752469539642334, 0.11628258228302002]","[0.48, 0.4794520547945205, 0.5581395348837209, 0.4642857142857143, 0.5595238095238095, 0.5, 0.5268817204301075, 0.45161290322580644, 0.46511627906976744, 0.4666666666666667]","[4.472985028425009, 4.403202815923595, 4.5209934072293585, 4.429472306455339, 4.362794163213259, 4.3198016349518245, 4.313993210473499, 4.336490011452593, 4.327683139711316, 4.264893921435288, 4.312357081713307]",False,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
qa130,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.2658330202102661, 0.10073500871658325, 0.1897294521331787]","[0.4883720930232558, 0.5393258426966292, 0.5212765957446809]","[4.380328190382574, 4.46198650354369, 4.443787528176818, 4.290307763968488]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa131,mistralai/Mistral-7B-v0.1,none,natural_long,[0.17354226112365723],[0.4943820224719101],"[4.542747720386381, 4.46217637217708]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa132,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.09965360164642334, 0.40132051706314087, 0.13809841871261597, 0.3045817017555237, 0.11493164300918579]","[0.5154639175257731, 0.45161290322580644, 0.5180722891566265, 0.5319148936170213, 0.5196078431372549]","[4.518657799710111, 4.455308678029305, 4.437676119129822, 4.541124962854953, 4.5267828552437654, 4.387529153061473]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa133,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.15038198232650757, 0.25303536653518677]","[0.5052631578947369, 0.5]","[4.4842669387976715, 4.548189822064599, 4.446878426046386]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa134,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.11424368619918823, 0.1598777174949646, 0.26046496629714966, 0.2409592866897583, 0.07682090997695923, 0.22092127799987793]","[0.5333333333333333, 0.5106382978723404, 0.5445544554455446, 0.5357142857142857, 0.4722222222222222, 0.4953271028037383]","[4.414008784361871, 4.455218355374122, 4.356735767699188, 4.341332038444483, 4.3330170347924835, 4.408167674202649, 4.359562703783205]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa135,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.22985339164733887, 0.28058797121047974, 0.2504013180732727, 0.339097261428833, 0.14709746837615967, 0.35283637046813965]","[0.5051546391752577, 0.5204081632653061, 0.4838709677419355, 0.48863636363636365, 0.5340909090909091, 0.47674418604651164]","[4.306105719153934, 4.391351856744194, 4.355403511836956, 4.321960031361812, 4.372478553104309, 4.384967052419877, 4.401098647941101]",True,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
qa136,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.19922155141830444, 0.18376636505126953, 0.11124610900878906, 0.15029937028884888, 0.21566826105117798, 0.14504414796829224, 0.195482075214386, 0.06831401586532593, 0.1747393012046814, 0.09535545110702515]","[0.37662337662337664, 0.5862068965517241, 0.46464646464646464, 0.3815789473684211, 0.5344827586206896, 0.48214285714285715, 0.4791666666666667, 0.6615384615384615, 0.3384615384615385, 0.6271186440677966]","[4.32211164438225, 4.446593552827724, 4.418635369629397, 4.291292239889967, 4.521888442029156, 4.717093116380556, 4.6480877487867565, 4.7056746654588615, 4.69903237196559, 4.654713599179892, 4.693424894793064]",True,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
qa137,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.19084835052490234, 0.1570461392402649, 0.2029280662536621, 0.14631539583206177, 0.19367247819900513, 0.22344398498535156, 0.2215043306350708, 0.11900568008422852, 0.10119104385375977]","[0.5301204819277109, 0.4482758620689655, 0.5444444444444444, 0.45652173913043476, 0.475, 0.4375, 0.5393258426966292, 0.47126436781609193, 0.5119047619047619]","[4.360258871432515, 4.401977863331408, 4.432690813649633, 4.358772062482986, 4.339888300203111, 4.360440799766176, 4.322473013934371, 4.32382731183251, 4.386479131613753, 4.394109382846082]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa138,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.07622635364532471, 0.3544365167617798, 0.13407623767852783, 0.2056891918182373, 0.12538647651672363, 0.1412453055381775, 0.3127431869506836, 0.1921822428703308, 0.2376278042793274, 0.08821862936019897]","[0.5180722891566265, 0.5698924731182796, 0.42696629213483145, 0.5555555555555556, 0.5056179775280899, 0.5113636363636364, 0.5172413793103449, 0.4235294117647059, 0.3870967741935484, 0.45263157894736844]","[4.419230212922782, 4.470213680666119, 4.360957191101006, 4.348083550441538, 4.3721575064497324, 4.301338371205071, 4.34871241980245, 4.4274504602266544, 4.342908185326067, 4.284048650854583, 4.408274006958256]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa139,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.09024113416671753, 0.1974371075630188, 0.14036309719085693, 0.277593731880188, 0.11312747001647949, 0.15110361576080322, 0.16316455602645874]","[0.5151515151515151, 0.48484848484848486, 0.5252525252525253, 0.45454545454545453, 0.3953488372093023, 0.5113636363636364, 0.41304347826086957]","[4.355331286811089, 4.348724602843117, 4.353651088247805, 4.358312470639403, 4.352308170745963, 4.276913959286396, 4.208787793738403, 4.222844913851987]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa140,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.08268117904663086, 0.22773277759552002, 0.18634730577468872, 0.29681986570358276]","[0.5, 0.5217391304347826, 0.48314606741573035, 0.5]","[4.2674883674727875, 4.331700901776931, 4.365075879155314, 4.392365521881212, 4.367566249430932]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa141,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.1510012149810791, 0.4286903142929077, 0.18214046955108643, 0.14288121461868286, 0.1649850606918335, 0.15299087762832642, 0.1098286509513855, 0.19172924757003784, 0.2435186505317688, 0.30057018995285034]","[0.5368421052631579, 0.5196078431372549, 0.504950495049505, 0.4838709677419355, 0.5393258426966292, 0.4827586206896552, 0.4883720930232558, 0.4942528735632184, 0.5058823529411764, 0.5274725274725275]","[4.301843278816467, 4.30552666202315, 4.2860575408840536, 4.436441418403716, 4.569719524916343, 4.481318308820128, 4.409244157461179, 4.384869485483166, 4.357979102619696, 4.436158631825148, 4.5344397575077355]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa142,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.0970795750617981, 0.21498477458953857, 0.3017205595970154, 0.05221682786941528, 0.1232919692993164, 0.11519497632980347, 0.0968858003616333, 0.2464606761932373, 0.10136991739273071, 0.2554333209991455]","[0.47191011235955055, 0.5393258426966292, 0.46511627906976744, 0.5180722891566265, 0.3953488372093023, 0.36470588235294116, 0.5052631578947369, 0.43023255813953487, 0.4878048780487805, 0.4]","[4.300391073985945, 4.464316900952913, 4.3657819861708065, 4.256648019184803, 4.266755885889102, 4.241201390019307, 4.265833474301889, 4.313755365296914, 4.322606175427838, 4.3650342819969845, 4.406757500214937]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa143,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.17401576042175293, 0.2848196029663086, 0.15916216373443604, 0.311229407787323]","[0.5102040816326531, 0.5, 0.4897959183673469, 0.4418604651162791]","[4.479016045338736, 4.364187853134636, 4.382209059210697, 4.405785185023248, 4.464415576943516]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa144,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.16841578483581543, 0.17258095741271973, 0.18732750415802002, 0.17660629749298096, 0.34711599349975586, 0.17357265949249268]","[0.49056603773584906, 0.4842105263157895, 0.4943820224719101, 0.5, 0.46153846153846156, 0.5643564356435643]","[4.327303881566093, 4.338232950160944, 4.450424556554577, 4.485658178688929, 4.461129687722931, 4.3975723908449025, 4.252769563001854]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa145,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.1920650601387024, 0.13415896892547607, 0.1519780158996582, 0.18750661611557007, 0.15018868446350098, 0.27552932500839233]","[0.45054945054945056, 0.5, 0.5116279069767442, 0.5106382978723404, 0.4782608695652174, 0.5111111111111111]","[4.236327277174839, 4.316157766542101, 4.396039445538243, 4.392903338963614, 4.365476467955231, 4.349339637282034, 4.350306707349811]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
